scet,name,value,unit
2025-354T12:29:46,GDE,000,
2025-354T12:29:46,ErrP,00.0,
2025-354T12:29:46,ErrN,00.0,
2025-354T12:29:46,AuxStatus,DA1R,
2025-354T12:29:46,AvgVin,238.9,U
2025-354T12:29:46,AvgVout,238.7,U
2025-354T12:29:46,AvgAmps,0013.0,I
2025-354T12:29:46,Avg_kVA,03.1031,S
2025-354T12:29:46,Avg_kW,-005.604,P
2025-354T12:29:46,PSats,000,
2025-354T12:29:46,NSats,000,
2025-354T12:29:46,SF,000,
2025-354T12:29:46,GDE,000,
2025-354T12:29:46,ErrP,00.2,
2025-354T12:29:46,ErrN,00.0,
2025-354T12:29:46,AuxStatus,DA1R,
2025-354T12:29:47,AvgVin,238.8,U
2025-354T12:29:47,AvgVout,238.7,U
2025-354T12:29:47,AvgAmps,0013.0,I
2025-354T12:29:47,Avg_kVA,03.1031,S
2025-354T12:29:47,Avg_kW,-005.454,P
2025-354T12:29:47,PSats,000,
2025-354T12:29:47,NSats,000,
2025-354T12:29:47,SF,000,
2025-354T12:29:47,GDE,000,
2025-354T12:29:47,ErrP,00.2,
2025-354T12:29:47,ErrN,00.0,
2025-354T12:29:47,AuxStatus,DA1R,
2025-354T12:29:47,AvgVin,238.8,U
2025-354T12:29:47,AvgVout,238.7,U
2025-354T12:29:47,AvgAmps,0013.0,I
2025-354T12:29:47,Avg_kVA,03.1031,S
2025-354T12:29:47,Avg_kW,-005.535,P
2025-354T12:29:47,PSats,000,
2025-354T12:29:47,NSats,000,
2025-354T12:29:47,SF,000,
2025-354T12:29:47,GDE,000,
2025-354T12:29:47,ErrP,00.2,
2025-354T12:29:47,ErrN,00.0,
2025-354T12:29:47,AuxStatus,DA1R,
2025-354T12:29:48,AvgVin,238.9,U
2025-354T12:29:48,AvgVout,238.7,U
2025-354T12:29:48,AvgAmps,0013.0,I
2025-354T12:29:48,Avg_kVA,03.1031,S
2025-354T12:29:48,Avg_kW,-005.575,P
2025-354T12:29:48,PSats,000,
2025-354T12:29:48,NSats,000,
2025-354T12:29:48,SF,000,
2025-354T12:29:48,GDE,000,
2025-354T12:29:48,ErrP,00.2,
2025-354T12:29:48,ErrN,00.0,
2025-354T12:29:48,AuxStatus,DA1R,
2025-354T12:29:48,AvgVin,238.9,U
2025-354T12:29:48,AvgVout,238.8,U
2025-354T12:29:48,AvgAmps,0013.0,I
2025-354T12:29:48,Avg_kVA,03.1044,S
2025-354T12:29:48,Avg_kW,-005.006,P
2025-354T12:29:48,PSats,000,
2025-354T12:29:48,NSats,000,
2025-354T12:29:48,SF,000,
2025-354T12:29:48,GDE,000,
2025-354T12:29:48,ErrP,00.0,
2025-354T12:29:48,ErrN,00.0,
2025-354T12:29:48,AuxStatus,DA1R,
2025-354T12:29:49,AvgVin,239.0,U
2025-354T12:29:49,AvgVout,238.9,U
2025-354T12:29:49,AvgAmps,0013.0,I
2025-354T12:29:49,Avg_kVA,03.1057,S
2025-354T12:29:49,Avg_kW,-005.009,P
2025-354T12:29:49,PSats,000,
2025-354T12:29:49,NSats,000,
2025-354T12:29:49,SF,000,
2025-354T12:29:49,GDE,000,
2025-354T12:29:49,ErrP,00.0,
2025-354T12:29:49,ErrN,00.0,
2025-354T12:29:49,AuxStatus,DA1R,
2025-354T12:29:49,AvgVin,238.9,U
2025-354T12:29:49,AvgVout,238.8,U
2025-354T12:29:49,AvgAmps,0013.0,I
2025-354T12:29:49,Avg_kVA,03.1044,S
2025-354T12:29:49,Avg_kW,-004.598,P
2025-354T12:29:49,PSats,000,
2025-354T12:29:49,NSats,000,
2025-354T12:29:49,SF,000,
2025-354T12:29:49,GDE,000,
2025-354T12:29:49,ErrP,00.0,
2025-354T12:29:49,ErrN,00.0,
2025-354T12:29:49,AuxStatus,DA1R,
2025-354T12:29:50,AvgVin,239.0,U
2025-354T12:29:50,AvgVout,238.9,U
2025-354T12:29:50,AvgAmps,0013.0,I
2025-354T12:29:50,Avg_kVA,03.1057,S
2025-354T12:29:50,Avg_kW,-005.332,P
2025-354T12:29:50,PSats,000,
2025-354T12:29:50,NSats,000,
2025-354T12:29:50,SF,000,
2025-354T12:29:50,GDE,000,
2025-354T12:29:50,ErrP,00.0,
2025-354T12:29:50,ErrN,00.0,
2025-354T12:29:50,AuxStatus,DA1R,
2025-354T12:29:50,AvgVin,239.0,U
2025-354T12:29:50,AvgVout,238.9,U
2025-354T12:29:50,AvgAmps,0013.0,I
2025-354T12:29:50,Avg_kVA,03.1057,S
2025-354T12:29:50,Avg_kW,-004.152,P
2025-354T12:29:50,PSats,000,
2025-354T12:29:50,NSats,000,
2025-354T12:29:50,SF,000,
2025-354T12:29:50,GDE,000,
2025-354T12:29:50,ErrP,00.0,
2025-354T12:29:50,ErrN,00.2,
2025-354T12:29:50,AuxStatus,DA1R,
2025-354T12:29:51,AvgVin,239.0,U
2025-354T12:29:51,AvgVout,238.9,U
2025-354T12:29:51,AvgAmps,0013.0,I
2025-354T12:29:51,Avg_kVA,03.1057,S
2025-354T12:29:51,Avg_kW,-005.452,P
2025-354T12:29:51,PSats,000,
2025-354T12:29:51,NSats,000,
2025-354T12:29:51,SF,000,
2025-354T12:29:51,GDE,000,
2025-354T12:29:51,ErrP,00.0,
2025-354T12:29:51,ErrN,00.2,
2025-354T12:29:51,AuxStatus,DA1R,
2025-354T12:29:51,AvgVin,239.2,U
2025-354T12:29:51,AvgVout,239.0,U
2025-354T12:29:51,AvgAmps,0013.0,I
2025-354T12:29:51,Avg_kVA,03.1070,S
2025-354T12:29:51,Avg_kW,-006.356,P
2025-354T12:29:51,PSats,000,
2025-354T12:29:51,NSats,000,
2025-354T12:29:51,SF,000,
2025-354T12:29:51,GDE,000,
2025-354T12:29:51,ErrP,00.0,
2025-354T12:29:51,ErrN,00.2,
2025-354T12:29:51,AuxStatus,DA1R,
2025-354T12:29:52,AvgVin,239.2,U
2025-354T12:29:52,AvgVout,239.0,U
2025-354T12:29:52,AvgAmps,0013.0,I
2025-354T12:29:52,Avg_kVA,03.1070,S
2025-354T12:29:52,Avg_kW,-005.287,P
2025-354T12:29:52,PSats,000,
2025-354T12:29:52,NSats,000,
2025-354T12:29:52,SF,000,
2025-354T12:29:52,GDE,000,
2025-354T12:29:52,ErrP,00.0,
2025-354T12:29:52,ErrN,00.2,
2025-354T12:29:52,AuxStatus,DA1R,
2025-354T12:29:52,AvgVin,239.2,U
2025-354T12:29:52,AvgVout,239.1,U
2025-354T12:29:52,AvgAmps,0013.0,I
2025-354T12:29:52,Avg_kVA,03.1083,S
2025-354T12:29:52,Avg_kW,-005.923,P
2025-354T12:29:52,PSats,000,
2025-354T12:29:52,NSats,000,
2025-354T12:29:52,SF,000,
2025-354T12:29:52,GDE,000,
2025-354T12:29:52,ErrP,00.0,
2025-354T12:29:52,ErrN,00.2,
2025-354T12:29:52,AuxStatus,DA1R,
2025-354T12:29:53,AvgVin,239.2,U
2025-354T12:29:53,AvgVout,239.0,U
2025-354T12:29:53,AvgAmps,0013.0,I
2025-354T12:29:53,Avg_kVA,03.1070,S
2025-354T12:29:53,Avg_kW,-005.226,P
2025-354T12:29:53,PSats,000,
2025-354T12:29:53,NSats,000,
2025-354T12:29:53,SF,000,
2025-354T12:29:53,GDE,000,
2025-354T12:29:53,ErrP,00.0,
2025-354T12:29:53,ErrN,00.2,
2025-354T12:29:53,AuxStatus,DA1R,
2025-354T12:29:53,AvgVin,239.4,U
2025-354T12:29:53,AvgVout,239.2,U
2025-354T12:29:53,AvgAmps,0013.0,I
2025-354T12:29:53,Avg_kVA,03.1096,S
2025-354T12:29:53,Avg_kW,-005.362,P
2025-354T12:29:53,PSats,000,
2025-354T12:29:53,NSats,000,
2025-354T12:29:53,SF,000,
2025-354T12:29:53,GDE,000,
2025-354T12:29:53,ErrP,00.0,
2025-354T12:29:53,ErrN,00.2,
2025-354T12:29:53,AuxStatus,DA1R,
2025-354T12:29:54,AvgVin,239.3,U
2025-354T12:29:54,AvgVout,239.2,U
2025-354T12:29:54,AvgAmps,0013.0,I
2025-354T12:29:54,Avg_kVA,03.1096,S
2025-354T12:29:54,Avg_kW,-004.851,P
2025-354T12:29:54,PSats,000,
2025-354T12:29:54,NSats,000,
2025-354T12:29:54,SF,000,
2025-354T12:29:54,GDE,000,
2025-354T12:29:54,ErrP,00.0,
2025-354T12:29:54,ErrN,00.2,
2025-354T12:29:54,AuxStatus,DA1R,
2025-354T12:29:54,AvgVin,239.3,U
2025-354T12:29:54,AvgVout,239.2,U
2025-354T12:29:54,AvgAmps,0013.0,I
2025-354T12:29:54,Avg_kVA,03.1096,S
2025-354T12:29:54,Avg_kW,-005.710,P
2025-354T12:29:54,PSats,000,
2025-354T12:29:54,NSats,000,
2025-354T12:29:54,SF,000,
2025-354T12:29:54,GDE,000,
2025-354T12:29:54,ErrP,00.0,
2025-354T12:29:54,ErrN,00.2,
2025-354T12:29:54,AuxStatus,DA1R,
2025-354T12:29:55,AvgVin,239.2,U
2025-354T12:29:55,AvgVout,239.1,U
2025-354T12:29:55,AvgAmps,0013.0,I
2025-354T12:29:55,Avg_kVA,03.1083,S
2025-354T12:29:55,Avg_kW,-005.098,P
2025-354T12:29:55,PSats,000,
2025-354T12:29:55,NSats,000,
2025-354T12:29:55,SF,000,
2025-354T12:29:55,GDE,000,
2025-354T12:29:55,ErrP,00.0,
2025-354T12:29:55,ErrN,00.2,
2025-354T12:29:55,AuxStatus,DA1R,
2025-354T12:29:55,AvgVin,239.3,U
2025-354T12:29:55,AvgVout,239.2,U
2025-354T12:29:55,AvgAmps,0013.0,I
2025-354T12:29:55,Avg_kVA,03.1096,S
2025-354T12:29:55,Avg_kW,-004.898,P
2025-354T12:29:55,PSats,000,
2025-354T12:29:55,NSats,000,
2025-354T12:29:55,SF,000,
2025-354T12:29:55,GDE,000,
2025-354T12:29:55,ErrP,00.0,
2025-354T12:29:55,ErrN,00.2,
2025-354T12:29:55,AuxStatus,DA1R,
2025-354T12:29:56,AvgVin,239.3,U
2025-354T12:29:56,AvgVout,239.2,U
2025-354T12:29:56,AvgAmps,0013.0,I
2025-354T12:29:56,Avg_kVA,03.1096,S
2025-354T12:29:56,Avg_kW,-005.847,P
2025-354T12:29:56,PSats,000,
2025-354T12:29:56,NSats,000,
2025-354T12:29:56,SF,000,
2025-354T12:29:56,GDE,000,
2025-354T12:29:56,ErrP,00.0,
2025-354T12:29:56,ErrN,00.2,
2025-354T12:29:56,AuxStatus,DA1R,
2025-354T12:29:56,AvgVin,239.3,U
2025-354T12:29:56,AvgVout,239.2,U
2025-354T12:29:56,AvgAmps,0013.0,I
2025-354T12:29:56,Avg_kVA,03.1096,S
2025-354T12:29:56,Avg_kW,-004.527,P
2025-354T12:29:56,PSats,000,
2025-354T12:29:56,NSats,000,
2025-354T12:29:56,SF,000,
2025-354T12:29:56,GDE,000,
2025-354T12:29:56,ErrP,00.0,
2025-354T12:29:56,ErrN,00.2,
2025-354T12:29:56,AuxStatus,DA1R,
2025-354T12:29:57,AvgVin,239.2,U
2025-354T12:29:57,AvgVout,239.1,U
2025-354T12:29:57,AvgAmps,0013.0,I
2025-354T12:29:57,Avg_kVA,03.1083,S
2025-354T12:29:57,Avg_kW,-004.337,P
2025-354T12:29:57,PSats,000,
2025-354T12:29:57,NSats,000,
2025-354T12:29:57,SF,000,
2025-354T12:29:57,GDE,000,
2025-354T12:29:57,ErrP,00.0,
2025-354T12:29:57,ErrN,00.0,
2025-354T12:29:57,AuxStatus,DA1R,
2025-354T12:29:57,AvgVin,239.2,U
2025-354T12:29:57,AvgVout,239.1,U
2025-354T12:29:57,AvgAmps,0013.0,I
2025-354T12:29:57,Avg_kVA,03.1083,S
2025-354T12:29:57,Avg_kW,-003.933,P
2025-354T12:29:57,PSats,000,
2025-354T12:29:57,NSats,000,
2025-354T12:29:57,SF,000,
2025-354T12:29:57,GDE,000,
2025-354T12:29:57,ErrP,00.0,
2025-354T12:29:57,ErrN,00.0,
2025-354T12:29:57,AuxStatus,DA1R,
2025-354T12:29:58,AvgVin,239.1,U
2025-354T12:29:58,AvgVout,239.0,U
2025-354T12:29:58,AvgAmps,0013.0,I
2025-354T12:29:58,Avg_kVA,03.1070,S
2025-354T12:29:58,Avg_kW,-003.120,P
2025-354T12:29:58,PSats,000,
2025-354T12:29:58,NSats,000,
2025-354T12:29:58,SF,000,
2025-354T12:29:58,GDE,000,
2025-354T12:29:58,ErrP,00.0,
2025-354T12:29:58,ErrN,00.0,
2025-354T12:29:58,AuxStatus,DA1R,
2025-354T12:29:58,AvgVin,239.3,U
2025-354T12:29:58,AvgVout,239.2,U
2025-354T12:29:58,AvgAmps,0013.0,I
2025-354T12:29:58,Avg_kVA,03.1096,S
2025-354T12:29:58,Avg_kW,-004.319,P
2025-354T12:29:58,PSats,000,
2025-354T12:29:58,NSats,000,
2025-354T12:29:58,SF,000,
2025-354T12:29:58,GDE,000,
2025-354T12:29:58,ErrP,00.0,
2025-354T12:29:58,ErrN,00.0,
2025-354T12:29:58,AuxStatus,DA1R,
2025-354T12:29:59,AvgVin,239.2,U
2025-354T12:29:59,AvgVout,239.0,U
2025-354T12:29:59,AvgAmps,0013.0,I
2025-354T12:29:59,Avg_kVA,03.1070,S
2025-354T12:29:59,Avg_kW,-003.811,P
2025-354T12:29:59,PSats,000,
2025-354T12:29:59,NSats,000,
2025-354T12:29:59,SF,000,
2025-354T12:29:59,GDE,000,
2025-354T12:29:59,ErrP,00.0,
2025-354T12:29:59,ErrN,00.0,
2025-354T12:29:59,AuxStatus,DA1R,
2025-354T12:29:59,AvgVin,239.3,U
2025-354T12:29:59,AvgVout,239.2,U
2025-354T12:29:59,AvgAmps,0013.0,I
2025-354T12:29:59,Avg_kVA,03.1096,S
2025-354T12:29:59,Avg_kW,-002.712,P
2025-354T12:29:59,PSats,000,
2025-354T12:29:59,NSats,000,
2025-354T12:29:59,SF,000,
2025-354T12:29:59,GDE,000,
2025-354T12:29:59,ErrP,00.0,
2025-354T12:29:59,ErrN,00.0,
2025-354T12:29:59,AuxStatus,DA1R,
2025-354T12:30:00,AvgVin,239.2,U
2025-354T12:30:00,AvgVout,239.1,U
2025-354T12:30:00,AvgAmps,0013.0,I
2025-354T12:30:00,Avg_kVA,03.1083,S
2025-354T12:30:00,Avg_kW,-002.600,P
2025-354T12:30:00,PSats,000,
2025-354T12:30:00,NSats,000,
2025-354T12:30:00,SF,000,
2025-354T12:30:00,GDE,000,
2025-354T12:30:00,ErrP,00.0,
2025-354T12:30:00,ErrN,00.0,
2025-354T12:30:00,AuxStatus,DA1R,
2025-354T12:30:00,AvgVin,239.3,U
2025-354T12:30:00,AvgVout,239.2,U
2025-354T12:30:00,AvgAmps,0013.0,I
2025-354T12:30:00,Avg_kVA,03.1096,S
2025-354T12:30:00,Avg_kW,-002.231,P
2025-354T12:30:00,PSats,000,
2025-354T12:30:00,NSats,000,
2025-354T12:30:00,SF,000,
2025-354T12:30:00,GDE,000,
2025-354T12:30:00,ErrP,00.0,
2025-354T12:30:00,ErrN,00.0,
2025-354T12:30:00,AuxStatus,DA1R,
2025-354T12:30:01,AvgVin,239.3,U
2025-354T12:30:01,AvgVout,239.2,U
2025-354T12:30:01,AvgAmps,0013.0,I
2025-354T12:30:01,Avg_kVA,03.1096,S
2025-354T12:30:01,Avg_kW,-003.652,P
2025-354T12:30:01,PSats,000,
2025-354T12:30:01,NSats,000,
2025-354T12:30:01,SF,000,
2025-354T12:30:01,GDE,000,
2025-354T12:30:01,ErrP,00.0,
2025-354T12:30:01,ErrN,00.0,
2025-354T12:30:01,AuxStatus,DA1R,
2025-354T12:30:01,AvgVin,239.3,U
2025-354T12:30:01,AvgVout,239.2,U
2025-354T12:30:01,AvgAmps,0013.0,I
2025-354T12:30:01,Avg_kVA,03.1096,S
2025-354T12:30:01,Avg_kW,-003.202,P
2025-354T12:30:01,PSats,000,
2025-354T12:30:01,NSats,000,
2025-354T12:30:01,SF,000,
2025-354T12:30:01,GDE,000,
2025-354T12:30:01,ErrP,00.0,
2025-354T12:30:01,ErrN,00.0,
2025-354T12:30:01,AuxStatus,DA1R,
2025-354T12:30:02,AvgVin,239.3,U
2025-354T12:30:02,AvgVout,239.2,U
2025-354T12:30:02,AvgAmps,0013.0,I
2025-354T12:30:02,Avg_kVA,03.1096,S
2025-354T12:30:02,Avg_kW,-000.259,P
2025-354T12:30:02,PSats,000,
2025-354T12:30:02,NSats,000,
2025-354T12:30:02,SF,000,
2025-354T12:30:02,GDE,000,
2025-354T12:30:02,ErrP,00.0,
2025-354T12:30:02,ErrN,00.0,
2025-354T12:30:02,AuxStatus,DA1R,
2025-354T12:30:02,AvgVin,239.3,U
2025-354T12:30:02,AvgVout,239.2,U
2025-354T12:30:02,AvgAmps,0013.0,I
2025-354T12:30:02,Avg_kVA,03.1096,S
2025-354T12:30:02,Avg_kW,-000.742,P
2025-354T12:30:02,PSats,000,
2025-354T12:30:02,NSats,000,
2025-354T12:30:02,SF,000,
2025-354T12:30:02,GDE,000,
2025-354T12:30:02,ErrP,00.0,
2025-354T12:30:02,ErrN,00.0,
2025-354T12:30:02,AuxStatus,DA1R,
2025-354T12:30:03,AvgVin,239.2,U
2025-354T12:30:03,AvgVout,239.1,U
2025-354T12:30:03,AvgAmps,0013.0,I
2025-354T12:30:03,Avg_kVA,03.1083,S
2025-354T12:30:03,Avg_kW,-000.908,P
2025-354T12:30:03,PSats,000,
2025-354T12:30:03,NSats,000,
2025-354T12:30:03,SF,000,
2025-354T12:30:03,GDE,000,
2025-354T12:30:03,ErrP,00.0,
2025-354T12:30:03,ErrN,00.0,
2025-354T12:30:03,AuxStatus,DA1R,
2025-354T12:30:03,AvgVin,239.3,U
2025-354T12:30:03,AvgVout,239.2,U
2025-354T12:30:03,AvgAmps,0013.0,I
2025-354T12:30:03,Avg_kVA,03.1096,S
2025-354T12:30:03,Avg_kW,-002.137,P
2025-354T12:30:03,PSats,000,
2025-354T12:30:03,NSats,000,
2025-354T12:30:03,SF,000,
2025-354T12:30:03,GDE,000,
2025-354T12:30:03,ErrP,00.0,
2025-354T12:30:03,ErrN,00.0,
2025-354T12:30:03,AuxStatus,DA1R,
2025-354T12:30:04,AvgVin,239.2,U
2025-354T12:30:04,AvgVout,239.2,U
2025-354T12:30:04,AvgAmps,0013.0,I
2025-354T12:30:04,Avg_kVA,03.1096,S
2025-354T12:30:04,Avg_kW,-005.399,P
2025-354T12:30:04,PSats,000,
2025-354T12:30:04,NSats,000,
2025-354T12:30:04,SF,000,
2025-354T12:30:04,GDE,000,
2025-354T12:30:04,ErrP,00.0,
2025-354T12:30:04,ErrN,00.2,
2025-354T12:30:04,AuxStatus,DA1R,
2025-354T12:30:04,AvgVin,238.7,U
2025-354T12:30:04,AvgVout,238.6,U
2025-354T12:30:04,AvgAmps,0013.0,I
2025-354T12:30:04,Avg_kVA,03.1018,S
2025-354T12:30:04,Avg_kW,-005.821,P
2025-354T12:30:04,PSats,000,
2025-354T12:30:04,NSats,000,
2025-354T12:30:04,SF,000,
2025-354T12:30:04,GDE,000,
2025-354T12:30:04,ErrP,00.0,
2025-354T12:30:04,ErrN,00.2,
2025-354T12:30:04,AuxStatus,DA1R,
2025-354T12:30:05,AvgVin,238.7,U
2025-354T12:30:05,AvgVout,238.6,U
2025-354T12:30:05,AvgAmps,0013.0,I
2025-354T12:30:05,Avg_kVA,03.1018,S
2025-354T12:30:05,Avg_kW,-005.513,P
2025-354T12:30:05,PSats,000,
2025-354T12:30:05,NSats,000,
2025-354T12:30:05,SF,000,
2025-354T12:30:05,GDE,000,
2025-354T12:30:05,ErrP,00.0,
2025-354T12:30:05,ErrN,00.2,
2025-354T12:30:05,AuxStatus,DA1R,
2025-354T12:30:05,AvgVin,239.3,U
2025-354T12:30:05,AvgVout,239.2,U
2025-354T12:30:05,AvgAmps,0013.0,I
2025-354T12:30:05,Avg_kVA,03.1096,S
2025-354T12:30:05,Avg_kW,-007.031,P
2025-354T12:30:05,PSats,000,
2025-354T12:30:05,NSats,000,
2025-354T12:30:05,SF,000,
2025-354T12:30:05,GDE,000,
2025-354T12:30:05,ErrP,00.0,
2025-354T12:30:05,ErrN,00.2,
2025-354T12:30:05,AuxStatus,DA1R,
2025-354T12:30:06,AvgVin,239.1,U
2025-354T12:30:06,AvgVout,239.0,U
2025-354T12:30:06,AvgAmps,0013.0,I
2025-354T12:30:06,Avg_kVA,03.1070,S
2025-354T12:30:06,Avg_kW,-006.125,P
2025-354T12:30:06,PSats,000,
2025-354T12:30:06,NSats,000,
2025-354T12:30:06,SF,000,
2025-354T12:30:06,GDE,000,
2025-354T12:30:06,ErrP,00.0,
2025-354T12:30:06,ErrN,00.2,
2025-354T12:30:06,AuxStatus,DA1R,
2025-354T12:30:06,AvgVin,239.2,U
2025-354T12:30:06,AvgVout,239.0,U
2025-354T12:30:06,AvgAmps,0013.0,I
2025-354T12:30:06,Avg_kVA,03.1070,S
2025-354T12:30:06,Avg_kW,-005.374,P
2025-354T12:30:06,PSats,000,
2025-354T12:30:06,NSats,000,
2025-354T12:30:06,SF,000,
2025-354T12:30:06,GDE,000,
2025-354T12:30:06,ErrP,00.0,
2025-354T12:30:06,ErrN,00.2,
2025-354T12:30:06,AuxStatus,DA1R,
2025-354T12:30:07,AvgVin,239.1,U
2025-354T12:30:07,AvgVout,239.0,U
2025-354T12:30:07,AvgAmps,0013.0,I
2025-354T12:30:07,Avg_kVA,03.1070,S
2025-354T12:30:07,Avg_kW,-005.197,P
2025-354T12:30:07,PSats,000,
2025-354T12:30:07,NSats,000,
2025-354T12:30:07,SF,000,
2025-354T12:30:07,GDE,000,
2025-354T12:30:07,ErrP,00.0,
2025-354T12:30:07,ErrN,00.2,
2025-354T12:30:07,AuxStatus,DA1R,
2025-354T12:30:07,AvgVin,239.1,U
2025-354T12:30:07,AvgVout,239.0,U
2025-354T12:30:07,AvgAmps,0013.0,I
2025-354T12:30:07,Avg_kVA,03.1070,S
2025-354T12:30:07,Avg_kW,-004.786,P
2025-354T12:30:07,PSats,000,
2025-354T12:30:07,NSats,000,
2025-354T12:30:07,SF,000,
2025-354T12:30:07,GDE,000,
2025-354T12:30:07,ErrP,00.0,
2025-354T12:30:07,ErrN,00.2,
2025-354T12:30:07,AuxStatus,DA1R,
2025-354T12:30:08,AvgVin,239.1,U
2025-354T12:30:08,AvgVout,239.0,U
2025-354T12:30:08,AvgAmps,0013.0,I
2025-354T12:30:08,Avg_kVA,03.1070,S
2025-354T12:30:08,Avg_kW,-005.191,P
2025-354T12:30:08,PSats,000,
2025-354T12:30:08,NSats,000,
2025-354T12:30:08,SF,000,
2025-354T12:30:08,GDE,000,
2025-354T12:30:08,ErrP,00.0,
2025-354T12:30:08,ErrN,00.2,
2025-354T12:30:08,AuxStatus,DA1R,
2025-354T12:30:08,AvgVin,239.1,U
2025-354T12:30:08,AvgVout,239.0,U
2025-354T12:30:08,AvgAmps,0013.0,I
2025-354T12:30:08,Avg_kVA,03.1070,S
2025-354T12:30:08,Avg_kW,-004.995,P
2025-354T12:30:08,PSats,000,
2025-354T12:30:08,NSats,000,
2025-354T12:30:08,SF,000,
2025-354T12:30:08,GDE,000,
2025-354T12:30:08,ErrP,00.0,
2025-354T12:30:08,ErrN,00.2,
2025-354T12:30:08,AuxStatus,DA1R,
2025-354T12:30:09,AvgVin,239.0,U
2025-354T12:30:09,AvgVout,238.9,U
2025-354T12:30:09,AvgAmps,0013.0,I
2025-354T12:30:09,Avg_kVA,03.1057,S
2025-354T12:30:09,Avg_kW,-005.559,P
2025-354T12:30:09,PSats,000,
2025-354T12:30:09,NSats,000,
2025-354T12:30:09,SF,000,
2025-354T12:30:09,GDE,000,
2025-354T12:30:09,ErrP,00.0,
2025-354T12:30:09,ErrN,00.2,
2025-354T12:30:09,AuxStatus,DA1R,
2025-354T12:30:09,AvgVin,239.0,U
2025-354T12:30:09,AvgVout,238.9,U
2025-354T12:30:09,AvgAmps,0013.0,I
2025-354T12:30:09,Avg_kVA,03.1057,S
2025-354T12:30:09,Avg_kW,-005.211,P
2025-354T12:30:09,PSats,000,
2025-354T12:30:09,NSats,000,
2025-354T12:30:09,SF,000,
2025-354T12:30:09,GDE,000,
2025-354T12:30:09,ErrP,00.0,
2025-354T12:30:09,ErrN,00.2,
2025-354T12:30:09,AuxStatus,DA1R,
2025-354T12:30:10,AvgVin,239.0,U
2025-354T12:30:10,AvgVout,238.9,U
2025-354T12:30:10,AvgAmps,0013.0,I
2025-354T12:30:10,Avg_kVA,03.1057,S
2025-354T12:30:10,Avg_kW,-005.433,P
2025-354T12:30:10,PSats,000,
2025-354T12:30:10,NSats,000,
2025-354T12:30:10,SF,000,
2025-354T12:30:10,GDE,000,
2025-354T12:30:10,ErrP,00.0,
2025-354T12:30:10,ErrN,00.2,
2025-354T12:30:10,AuxStatus,DA1R,
2025-354T12:30:10,AvgVin,239.0,U
2025-354T12:30:10,AvgVout,238.9,U
2025-354T12:30:10,AvgAmps,0013.0,I
2025-354T12:30:10,Avg_kVA,03.1057,S
2025-354T12:30:10,Avg_kW,-005.542,P
2025-354T12:30:10,PSats,000,
2025-354T12:30:10,NSats,000,
2025-354T12:30:10,SF,000,
2025-354T12:30:10,GDE,000,
2025-354T12:30:10,ErrP,00.0,
2025-354T12:30:10,ErrN,00.2,
2025-354T12:30:10,AuxStatus,DA1R,
2025-354T12:30:11,AvgVin,239.0,U
2025-354T12:30:11,AvgVout,238.9,U
2025-354T12:30:11,AvgAmps,0013.0,I
2025-354T12:30:11,Avg_kVA,03.1057,S
2025-354T12:30:11,Avg_kW,-005.183,P
2025-354T12:30:11,PSats,000,
2025-354T12:30:11,NSats,000,
2025-354T12:30:11,SF,000,
2025-354T12:30:11,GDE,000,
2025-354T12:30:11,ErrP,00.0,
2025-354T12:30:11,ErrN,00.2,
2025-354T12:30:11,AuxStatus,DA1R,
2025-354T12:30:11,AvgVin,239.2,U
2025-354T12:30:11,AvgVout,239.0,U
2025-354T12:30:11,AvgAmps,0013.0,I
2025-354T12:30:11,Avg_kVA,03.1070,S
2025-354T12:30:11,Avg_kW,-005.500,P
2025-354T12:30:11,PSats,000,
2025-354T12:30:11,NSats,000,
2025-354T12:30:11,SF,000,
2025-354T12:30:11,GDE,000,
2025-354T12:30:11,ErrP,00.0,
2025-354T12:30:11,ErrN,00.2,
2025-354T12:30:11,AuxStatus,DA1R,
2025-354T12:30:12,AvgVin,239.1,U
2025-354T12:30:12,AvgVout,239.0,U
2025-354T12:30:12,AvgAmps,0013.0,I
2025-354T12:30:12,Avg_kVA,03.1070,S
2025-354T12:30:12,Avg_kW,-006.018,P
2025-354T12:30:12,PSats,000,
2025-354T12:30:12,NSats,000,
2025-354T12:30:12,SF,000,
2025-354T12:30:12,GDE,000,
2025-354T12:30:12,ErrP,00.0,
2025-354T12:30:12,ErrN,00.2,
2025-354T12:30:12,AuxStatus,DA1R,
2025-354T12:30:12,AvgVin,239.2,U
2025-354T12:30:12,AvgVout,239.0,U
2025-354T12:30:12,AvgAmps,0013.0,I
2025-354T12:30:12,Avg_kVA,03.1070,S
2025-354T12:30:12,Avg_kW,-005.626,P
2025-354T12:30:12,PSats,000,
2025-354T12:30:12,NSats,000,
2025-354T12:30:12,SF,000,
2025-354T12:30:12,GDE,000,
2025-354T12:30:12,ErrP,00.0,
2025-354T12:30:12,ErrN,00.2,
2025-354T12:30:12,AuxStatus,DA1R,
2025-354T12:30:13,AvgVin,239.2,U
2025-354T12:30:13,AvgVout,239.1,U
2025-354T12:30:13,AvgAmps,0011.0,I
2025-354T12:30:13,Avg_kVA,02.6301,S
2025-354T12:30:13,Avg_kW,-005.023,P
2025-354T12:30:13,PSats,000,
2025-354T12:30:13,NSats,000,
2025-354T12:30:13,SF,000,
