"scet","name","value"
"2025-350T03:45:00","Voltage",49.47646490738166
"2025-350T03:46:00","Voltage",53.427585670553576
"2025-350T03:47:00","Voltage",52.73255877237267
"2025-350T03:48:00","Voltage",52.99520950584171
"2025-350T03:49:00","Voltage",56.26662475134283
"2025-350T03:50:00","Voltage",50.037305185254965
"2025-350T03:51:00","Voltage",49.87728988821099
"2025-350T03:52:00","Voltage",50.36131178013369
"2025-350T03:53:00","Voltage",45.979116797726206
"2025-350T03:54:00","Voltage",46.94939579661516
"2025-350T03:55:00","Voltage",50.6078464358781
"2025-350T03:56:00","Voltage",48.54760998457277
"2025-350T03:57:00","Voltage",48.9498287989884
"2025-350T03:58:00","Voltage",51.74040190022822
"2025-350T03:59:00","Voltage",49.65863860348391
"2025-350T04:00:00","Voltage",52.66392188707237
"2025-350T04:01:00","Voltage",48.56538850882346
"2025-350T04:02:00","Voltage",50.300417968879
"2025-350T04:03:00","Voltage",46.77032040786062
"2025-350T04:04:00","Voltage",51.04024442037472
"2025-350T04:05:00","Voltage",59.00058023197673
"2025-350T04:06:00","Voltage",50.04699815382591
"2025-350T04:07:00","Voltage",51.403468996611096
"2025-350T04:08:00","Voltage",46.10495896522748
"2025-350T04:09:00","Voltage",49.85552167340004
"2025-350T04:10:00","Voltage",51.40990368079691
"2025-350T04:11:00","Voltage",47.85241750746638
"2025-350T04:12:00","Voltage",49.62382485165792
"2025-350T04:13:00","Voltage",45.75572801585456
"2025-350T04:14:00","Voltage",46.27862733770853
"2025-350T04:15:00","Voltage",43.92995531166809
"2025-350T04:16:00","Voltage",51.0054510062371
"2025-350T04:17:00","Voltage",50.28322170194364
"2025-350T04:18:00","Voltage",54.02762860425073
"2025-350T04:19:00","Voltage",42.519948832017086
"2025-350T04:20:00","Voltage",52.10245662266752
"2025-350T04:21:00","Voltage",48.80344111263792
"2025-350T04:22:00","Voltage",51.62876665459814
"2025-350T04:23:00","Voltage",43.73861294939088
"2025-350T04:24:00","Voltage",49.55584219741856
"2025-350T04:25:00","Voltage",50.94030396273375
"2025-350T04:26:00","Voltage",45.618350038190535
"2025-350T04:27:00","Voltage",47.95445071777738
"2025-350T04:28:00","Voltage",48.10201132598992
"2025-350T04:29:00","Voltage",50.62962666143881
"2025-350T04:30:00","Voltage",46.76754785360492
"2025-350T04:31:00","Voltage",50.20727892899103
"2025-350T04:32:00","Voltage",50.33946703624879
"2025-350T04:33:00","Voltage",52.4179704790292
"2025-350T04:34:00","Voltage",50.326497261250275
"2025-350T04:35:00","Voltage",50.12868762696922
"2025-350T04:36:00","Voltage",54.16889153817988
"2025-350T04:37:00","Voltage",49.82332388981851
"2025-350T04:38:00","Voltage",52.11777959300337
"2025-350T04:39:00","Voltage",49.56387207795825
"2025-350T04:40:00","Voltage",53.27967111829377
"2025-350T04:41:00","Voltage",53.69473250299707
"2025-350T04:42:00","Voltage",54.7579183695218
"2025-350T04:43:00","Voltage",51.68814027372384
"2025-350T04:44:00","Voltage",55.116836173932725
"2025-350T04:45:00","Voltage",52.490158312645136
"2025-350T04:46:00","Voltage",52.99908269596697
"2025-350T04:47:00","Voltage",48.30539247189972
"2025-350T04:48:00","Voltage",48.88235778075091
"2025-350T04:49:00","Voltage",47.02265122302468
"2025-350T04:50:00","Voltage",49.16269611398937
"2025-350T04:51:00","Voltage",45.4274052761026
"2025-350T04:52:00","Voltage",48.885248476629236
"2025-350T04:53:00","Voltage",53.20720456128826
"2025-350T04:54:00","Voltage",49.924498469850526
"2025-350T04:55:00","Voltage",46.716716846016574
"2025-350T04:56:00","Voltage",47.48970251103551
"2025-350T04:57:00","Voltage",50.165085648088386
"2025-350T04:58:00","Voltage",46.70878392258247
"2025-350T04:59:00","Voltage",52.63778211061256
"2025-350T05:00:00","Voltage",46.855880723101514
"2025-350T05:01:00","Voltage",53.91620033889497
"2025-350T05:02:00","Voltage",52.759755222837015
"2025-350T05:03:00","Voltage",48.742823414588
"2025-350T05:04:00","Voltage",57.92502172285186
"2025-350T05:05:00","Voltage",50.78635140679953
"2025-350T05:06:00","Voltage",51.05551521979249
"2025-350T05:07:00","Voltage",48.02931023842351
"2025-350T05:08:00","Voltage",50.258509753747596
"2025-350T05:09:00","Voltage",52.219414796618985
"2025-350T05:10:00","Voltage",50.92312487123234
"2025-350T05:11:00","Voltage",49.652641151477894
"2025-350T05:12:00","Voltage",50.406783074870724
"2025-350T05:13:00","Voltage",52.19566167127437
"2025-350T05:14:00","Voltage",48.24141768455807
"2025-350T05:15:00","Voltage",48.15322734717229
"2025-350T05:16:00","Voltage",51.51360455301061
"2025-350T05:17:00","Voltage",50.99223903968534
"2025-350T05:18:00","Voltage",51.12103013091869
"2025-350T05:19:00","Voltage",45.32152209097595
"2025-350T05:20:00","Voltage",46.647732954885484
"2025-350T05:21:00","Voltage",52.62782632957205
"2025-350T05:22:00","Voltage",49.66173052086367
"2025-350T05:23:00","Voltage",49.91919609475316
"2025-350T05:24:00","Voltage",50.76747784256202
"2025-350T05:25:00","Voltage",53.98684154550523
"2025-350T05:26:00","Voltage",46.08398116589203
"2025-350T05:27:00","Voltage",51.695032629089354
"2025-350T05:28:00","Voltage",49.85279606888777
"2025-350T05:29:00","Voltage",49.42050692039961
"2025-350T05:30:00","Voltage",50.81812953872086
"2025-350T05:31:00","Voltage",50.944009174177594
"2025-350T05:32:00","Voltage",45.90821021934517
"2025-350T05:33:00","Voltage",46.88651728556665
"2025-350T05:34:00","Voltage",50.56119666883438
"2025-350T05:35:00","Voltage",48.05059711182187
"2025-350T05:36:00","Voltage",48.97441902073307
"2025-350T05:37:00","Voltage",55.82081967367156
"2025-350T05:38:00","Voltage",53.0415918063839
"2025-350T05:39:00","Voltage",48.80048526345955
"2025-350T05:40:00","Voltage",48.4558472879778
"2025-350T05:41:00","Voltage",49.6624850703315
"2025-350T05:42:00","Voltage",51.953475183106434
"2025-350T05:43:00","Voltage",50.618829192978204
"2025-350T05:44:00","Voltage",46.469037472976
"2025-350T05:45:00","Voltage",48.67451359348708
"2025-350T05:46:00","Voltage",48.35254656128083
"2025-350T05:47:00","Voltage",49.59632322747755
"2025-350T05:48:00","Voltage",53.301275081511605
"2025-350T05:49:00","Voltage",51.43602714118818
"2025-350T05:50:00","Voltage",54.19561844889909
"2025-350T05:51:00","Voltage",50.73999396803578
"2025-350T05:52:00","Voltage",52.54526914572499
"2025-350T05:53:00","Voltage",50.9179462007114
"2025-350T05:54:00","Voltage",53.49760270924329
"2025-350T05:55:00","Voltage",54.80516542193749
"2025-350T05:56:00","Voltage",50.032247127355205
"2025-350T05:57:00","Voltage",44.19914706427942
"2025-350T05:58:00","Voltage",50.29088466166175
"2025-350T05:59:00","Voltage",55.435085499125485
"2025-350T06:00:00","Voltage",50.84182426998282
"2025-350T06:01:00","Voltage",51.28728861628881
"2025-350T06:02:00","Voltage",56.82539889027789
"2025-350T06:03:00","Voltage",53.65255283373378
"2025-350T06:04:00","Voltage",47.95605930673514
"2025-350T06:05:00","Voltage",54.63038056290241
"2025-350T06:06:00","Voltage",53.07607981378277
"2025-350T06:07:00","Voltage",57.7350918637186
"2025-350T06:08:00","Voltage",52.21697972941422
"2025-350T06:09:00","Voltage",50.5750055685207
"2025-350T06:10:00","Voltage",47.07028245233645
"2025-350T06:11:00","Voltage",54.70211691400791
"2025-350T06:12:00","Voltage",60.99277201369365
"2025-350T06:13:00","Voltage",47.787339180740666
"2025-350T06:14:00","Voltage",54.126231084717695
"2025-350T06:15:00","Voltage",54.03008116294426
"2025-350T06:16:00","Voltage",54.60716097255088
"2025-350T06:17:00","Voltage",53.42519717915504
"2025-350T06:18:00","Voltage",46.90028367908904
"2025-350T06:19:00","Voltage",49.04181573453931
"2025-350T06:20:00","Voltage",50.62927587133975
"2025-350T06:21:00","Voltage",51.03336108976529
"2025-350T06:22:00","Voltage",50.731114677319546
"2025-350T06:23:00","Voltage",48.831080045954415
"2025-350T06:24:00","Voltage",49.837802988875275
"2025-350T06:25:00","Voltage",40.73078626153361
"2025-350T06:26:00","Voltage",54.2246891496796
"2025-350T06:27:00","Voltage",54.05101799086717
"2025-350T06:28:00","Voltage",51.05326213711889
"2025-350T06:29:00","Voltage",49.367251405324005
"2025-350T06:30:00","Voltage",46.178126038733495
"2025-350T06:31:00","Voltage",49.32370609015078
"2025-350T06:32:00","Voltage",45.19536000385257
"2025-350T06:33:00","Voltage",44.90161241673733
"2025-350T06:34:00","Voltage",54.290047834233434
"2025-350T06:35:00","Voltage",48.71183793954435
"2025-350T06:36:00","Voltage",53.12135078177756
"2025-350T06:37:00","Voltage",54.86884374511078
"2025-350T06:38:00","Voltage",50.20347133512839
"2025-350T06:39:00","Voltage",47.777054044078895
"2025-350T06:40:00","Voltage",46.48921576486142
"2025-350T06:41:00","Voltage",48.29990229496239
"2025-350T06:42:00","Voltage",48.231481841220436
"2025-350T06:43:00","Voltage",50.96096570569094
"2025-350T06:44:00","Voltage",50.041885291445276
"2025-350T06:45:00","Voltage",52.29280668216441
"2025-350T06:46:00","Voltage",49.09803557219344
"2025-350T06:47:00","Voltage",48.88237493324149
"2025-350T06:48:00","Voltage",53.589154488041146
"2025-350T06:49:00","Voltage",55.8046712025012
"2025-350T06:50:00","Voltage",44.58675312504271
"2025-350T06:51:00","Voltage",47.74510406222488
"2025-350T06:52:00","Voltage",49.500076415961665
"2025-350T06:53:00","Voltage",49.78350857826224
"2025-350T06:54:00","Voltage",52.69294251390216
"2025-350T06:55:00","Voltage",55.88022579491198
"2025-350T06:56:00","Voltage",51.40121906111224
"2025-350T06:57:00","Voltage",48.00483496632151
"2025-350T06:58:00","Voltage",53.36005037934977
"2025-350T06:59:00","Voltage",51.71351938685793
"2025-350T07:00:00","Voltage",42.827895424362886
"2025-350T07:01:00","Voltage",44.170937611503284
"2025-350T07:02:00","Voltage",52.204397927662335
"2025-350T07:03:00","Voltage",49.752030234615056
"2025-350T07:04:00","Voltage",52.671636945055326
"2025-350T07:05:00","Voltage",50.01879628256302
"2025-350T07:06:00","Voltage",53.67549784764349
"2025-350T07:07:00","Voltage",52.87378197137787
"2025-350T07:08:00","Voltage",53.29199054989032
"2025-350T07:09:00","Voltage",48.24529253937649
"2025-350T07:10:00","Voltage",50.544113131424425
"2025-350T07:11:00","Voltage",51.97231168801973
"2025-350T07:12:00","Voltage",50.5770791585596
"2025-350T07:13:00","Voltage",48.75442970059298
"2025-350T07:14:00","Voltage",44.584189875981096
"2025-350T07:15:00","Voltage",49.31870991611039
"2025-350T07:16:00","Voltage",48.62660869003949
"2025-350T07:17:00","Voltage",54.87954025021044
"2025-350T07:18:00","Voltage",56.31442761866077
"2025-350T07:19:00","Voltage",45.46675534596674
"2025-350T07:20:00","Voltage",48.77952606635432
"2025-350T07:21:00","Voltage",49.44707968320819
"2025-350T07:22:00","Voltage",52.093376038414846
"2025-350T07:23:00","Voltage",47.38772840615799
"2025-350T07:24:00","Voltage",49.37467110576743
"2025-350T07:25:00","Voltage",50.90564471566377
"2025-350T07:26:00","Voltage",53.74297346450233
"2025-350T07:27:00","Voltage",49.7444716692934
"2025-350T07:28:00","Voltage",47.34939873501442
"2025-350T07:29:00","Voltage",56.42401799360385
"2025-350T07:30:00","Voltage",52.49092044520097
"2025-350T07:31:00","Voltage",48.23315868647089
"2025-350T07:32:00","Voltage",52.38920108458933
"2025-350T07:33:00","Voltage",49.87280455662544
"2025-350T07:34:00","Voltage",49.73552559274291
"2025-350T07:35:00","Voltage",53.77314905548355
"2025-350T07:36:00","Voltage",50.79224123568928
"2025-350T07:37:00","Voltage",53.24103913840847
"2025-350T07:38:00","Voltage",50.75385781077895
"2025-350T07:39:00","Voltage",53.58062913244523
"2025-350T07:40:00","Voltage",56.240540712252326
"2025-350T07:41:00","Voltage",57.50335983490009
"2025-350T07:42:00","Voltage",52.852019014565954
"2025-350T07:43:00","Voltage",54.36549853854071
"2025-350T07:44:00","Voltage",50.446467318472955
"2025-350T07:45:00","Voltage",52.600553430422195
"2025-350T07:46:00","Voltage",55.983866996674465
"2025-350T07:47:00","Voltage",48.83734501285349
"2025-350T07:48:00","Voltage",53.84980852261046
"2025-350T07:49:00","Voltage",48.74307920541152
"2025-350T07:50:00","Voltage",50.71678426460991
"2025-350T07:51:00","Voltage",57.57206890208216
"2025-350T07:52:00","Voltage",51.546738731747126
"2025-350T07:53:00","Voltage",51.718591929871366
"2025-350T07:54:00","Voltage",50.89603346213663
"2025-350T07:55:00","Voltage",53.92450135342778
"2025-350T07:56:00","Voltage",51.32888458503484
"2025-350T07:57:00","Voltage",49.69747323183658
"2025-350T07:58:00","Voltage",52.235007023949485
"2025-350T07:59:00","Voltage",47.46791144289181
"2025-350T08:00:00","Voltage",52.89092319031049
"2025-350T08:01:00","Voltage",52.28633881616355
"2025-350T08:02:00","Voltage",48.68477678833662
"2025-350T08:03:00","Voltage",47.54123279720837
"2025-350T08:04:00","Voltage",53.05421926403671
"2025-350T08:05:00","Voltage",54.859264957090886
"2025-350T08:06:00","Voltage",44.35924265783245
"2025-350T08:07:00","Voltage",50.39102073422151
"2025-350T08:08:00","Voltage",55.45042094347926
"2025-350T08:09:00","Voltage",52.63782242816475
"2025-350T08:10:00","Voltage",51.76390117413849
"2025-350T08:11:00","Voltage",47.050411629394404
"2025-350T08:12:00","Voltage",52.80575541677059
"2025-350T08:13:00","Voltage",51.174091437223005
"2025-350T08:14:00","Voltage",49.14935259677993
"2025-350T08:15:00","Voltage",48.346645222260925
"2025-350T08:16:00","Voltage",49.925862665875755
"2025-350T08:17:00","Voltage",47.63728249828335
"2025-350T08:18:00","Voltage",50.80944723592991
"2025-350T08:19:00","Voltage",53.179816451737935
"2025-350T08:20:00","Voltage",48.76181614272945
"2025-350T08:21:00","Voltage",55.78078108347948
"2025-350T08:22:00","Voltage",46.19707208145595
"2025-350T08:23:00","Voltage",51.728613646517545
"2025-350T08:24:00","Voltage",45.447160665842794
"2025-350T08:25:00","Voltage",46.2449954891011
"2025-350T08:26:00","Voltage",54.61049390329998
"2025-350T08:27:00","Voltage",52.38943018303979
"2025-350T08:28:00","Voltage",52.16434973302254
"2025-350T08:29:00","Voltage",54.34737838026223
"2025-350T08:30:00","Voltage",55.09364173529999
"2025-350T08:31:00","Voltage",51.14651602998568
"2025-350T08:32:00","Voltage",50.82939714225487
"2025-350T08:33:00","Voltage",49.68327919826614
"2025-350T08:34:00","Voltage",54.13788949002297
"2025-350T08:35:00","Voltage",49.848118441091565
"2025-350T08:36:00","Voltage",48.5939492686289
"2025-350T08:37:00","Voltage",50.3277904405371
"2025-350T08:38:00","Voltage",54.11539233972099
"2025-350T08:39:00","Voltage",55.49107377267566
"2025-350T08:40:00","Voltage",52.162487328214446
"2025-350T08:41:00","Voltage",56.736494495364845
"2025-350T08:42:00","Voltage",50.489934834225835
"2025-350T08:43:00","Voltage",51.65240429699476
"2025-350T08:44:00","Voltage",54.037462946405675
"2025-350T08:45:00","Voltage",55.29466859353709
"2025-350T08:46:00","Voltage",52.88351665726724
"2025-350T08:47:00","Voltage",53.214604781733875
"2025-350T08:48:00","Voltage",49.178285962435965
"2025-350T08:49:00","Voltage",50.581807308978796
"2025-350T08:50:00","Voltage",53.15050557946074
"2025-350T08:51:00","Voltage",55.27799227593012
"2025-350T08:52:00","Voltage",56.30267893123692
"2025-350T08:53:00","Voltage",46.934301564499
"2025-350T08:54:00","Voltage",51.00640232789941
"2025-350T08:55:00","Voltage",51.86705368040547
"2025-350T08:56:00","Voltage",53.37820122019446
"2025-350T08:57:00","Voltage",52.768940003495764
"2025-350T08:58:00","Voltage",55.25261154889255
"2025-350T08:59:00","Voltage",53.312386702381815
"2025-350T09:00:00","Voltage",54.11353753425153
"2025-350T09:01:00","Voltage",50.99700748734751
"2025-350T09:02:00","Voltage",55.60295934208446
"2025-350T09:03:00","Voltage",50.81347553973938
"2025-350T09:04:00","Voltage",46.068253626605085
"2025-350T09:05:00","Voltage",58.03443104000247
"2025-350T09:06:00","Voltage",54.126315472408585
"2025-350T09:07:00","Voltage",55.249626371241014
"2025-350T09:08:00","Voltage",58.91793721363131
"2025-350T09:09:00","Voltage",53.94256458170387
"2025-350T09:10:00","Voltage",52.11299594970416
"2025-350T09:11:00","Voltage",48.075593769527885
"2025-350T09:12:00","Voltage",57.33650137766768
"2025-350T09:13:00","Voltage",51.494800904083306
"2025-350T09:14:00","Voltage",53.33795481918267
"2025-350T09:15:00","Voltage",51.419148741726694
"2025-350T09:16:00","Voltage",59.23711376296488
"2025-350T09:17:00","Voltage",52.95241611799877
"2025-350T09:18:00","Voltage",46.47778530577136
"2025-350T09:19:00","Voltage",51.935672869124794
"2025-350T09:20:00","Voltage",51.42614820441027
"2025-350T09:21:00","Voltage",52.14034174121549
"2025-350T09:22:00","Voltage",50.74982510592383
"2025-350T09:23:00","Voltage",56.41945907379555
"2025-350T09:24:00","Voltage",52.634703616828425
"2025-350T09:25:00","Voltage",53.808019180549685
"2025-350T09:26:00","Voltage",56.71619214968106
"2025-350T09:27:00","Voltage",53.659996655486566
"2025-350T09:28:00","Voltage",52.36699301330805
"2025-350T09:29:00","Voltage",51.38108598901795
"2025-350T09:30:00","Voltage",52.05410268366181
"2025-350T09:31:00","Voltage",48.71984354659632
"2025-350T09:32:00","Voltage",49.73771174189353
"2025-350T09:33:00","Voltage",53.02670402025059
"2025-350T09:34:00","Voltage",44.8101881490518
"2025-350T09:35:00","Voltage",54.12979401664
"2025-350T09:36:00","Voltage",55.137347853349574
"2025-350T09:37:00","Voltage",51.13445634370705
"2025-350T09:38:00","Voltage",53.8847304204743
"2025-350T09:39:00","Voltage",55.82472094804539
"2025-350T09:40:00","Voltage",58.51008372906621
"2025-350T09:41:00","Voltage",53.703283688941994
"2025-350T09:42:00","Voltage",49.14838239526482
"2025-350T09:43:00","Voltage",53.230207110499784
"2025-350T09:44:00","Voltage",56.40668396067449
"2025-350T09:45:00","Voltage",47.94715206371743
"2025-350T09:46:00","Voltage",57.41189704977904
"2025-350T09:47:00","Voltage",52.31215864184731
"2025-350T09:48:00","Voltage",53.77788659229018
"2025-350T09:49:00","Voltage",47.57711132553821
"2025-350T09:50:00","Voltage",55.3247733371866
"2025-350T09:51:00","Voltage",57.06107336308
"2025-350T09:52:00","Voltage",52.12787063552265
"2025-350T09:53:00","Voltage",57.437430098548845
"2025-350T09:54:00","Voltage",54.990665432367926
"2025-350T09:55:00","Voltage",55.73051734751092
"2025-350T09:56:00","Voltage",52.02788612449341
"2025-350T09:57:00","Voltage",55.99220039557585
"2025-350T09:58:00","Voltage",54.19392385657467
"2025-350T09:59:00","Voltage",49.31641330948748
"2025-350T10:00:00","Voltage",53.324333148112764
"2025-350T10:01:00","Voltage",51.89981683246055
"2025-350T10:02:00","Voltage",54.81521943088816
"2025-350T10:03:00","Voltage",62.011467551904744
"2025-350T10:04:00","Voltage",51.79260117027657
"2025-350T10:05:00","Voltage",57.34101831138887
"2025-350T10:06:00","Voltage",58.96033170024668
"2025-350T10:07:00","Voltage",53.82811862432642
"2025-350T10:08:00","Voltage",53.04523992314535
"2025-350T10:09:00","Voltage",51.41370914713376
"2025-350T10:10:00","Voltage",54.13178049497857
"2025-350T10:11:00","Voltage",54.06842288349509
"2025-350T10:12:00","Voltage",56.927647626044745
"2025-350T10:13:00","Voltage",53.59928825017618
"2025-350T10:14:00","Voltage",54.00393161953662
"2025-350T10:15:00","Voltage",55.73240070823549
"2025-350T10:16:00","Voltage",48.90421468723226
"2025-350T10:17:00","Voltage",53.476713037357854
"2025-350T10:18:00","Voltage",56.431747241388635
"2025-350T10:19:00","Voltage",51.71759639904803
"2025-350T10:20:00","Voltage",55.227418393949904
"2025-350T10:21:00","Voltage",54.240769596626734
"2025-350T10:22:00","Voltage",55.93541648243032
"2025-350T10:23:00","Voltage",53.36996530094129
"2025-350T10:24:00","Voltage",54.96091444530902
"2025-350T10:25:00","Voltage",58.18234631036763
"2025-350T10:26:00","Voltage",52.54796648311596
"2025-350T10:27:00","Voltage",57.493207538947416
"2025-350T10:28:00","Voltage",57.17374386175456
"2025-350T10:29:00","Voltage",55.291779240964516
"2025-350T10:30:00","Voltage",57.511154298888854
"2025-350T10:31:00","Voltage",53.946315971284314
"2025-350T10:32:00","Voltage",52.53683363883404
"2025-350T10:33:00","Voltage",52.517222261327106
"2025-350T10:34:00","Voltage",56.53677138729293
"2025-350T10:35:00","Voltage",53.362552973257934
"2025-350T10:36:00","Voltage",53.94719006736391
"2025-350T10:37:00","Voltage",56.16867766281248
"2025-350T10:38:00","Voltage",58.18467064413952
"2025-350T10:39:00","Voltage",56.8481069244537
"2025-350T10:40:00","Voltage",57.52034824577889
"2025-350T10:41:00","Voltage",57.87735024416098
"2025-350T10:42:00","Voltage",57.98130789626424
"2025-350T10:43:00","Voltage",52.27475155684876
"2025-350T10:44:00","Voltage",55.755607877797104
"2025-350T10:45:00","Voltage",59.49138136328277
"2025-350T10:46:00","Voltage",50.685642709281375
"2025-350T10:47:00","Voltage",59.29365730984138
"2025-350T10:48:00","Voltage",57.20875042330344
"2025-350T10:49:00","Voltage",57.24296878425697
"2025-350T10:50:00","Voltage",61.38271830105528
"2025-350T10:51:00","Voltage",60.90691934083537
"2025-350T10:52:00","Voltage",52.39608926319107
"2025-350T10:53:00","Voltage",60.83754035732717
"2025-350T10:54:00","Voltage",51.12356125996397
"2025-350T10:55:00","Voltage",53.90212035035793
"2025-350T10:56:00","Voltage",54.838810145024794
"2025-350T10:57:00","Voltage",54.398262558956624
"2025-350T10:58:00","Voltage",58.267542779290665
"2025-350T10:59:00","Voltage",55.986451702309346
"2025-350T11:00:00","Voltage",58.65261717179206
"2025-350T11:01:00","Voltage",56.49393010194648
"2025-350T11:02:00","Voltage",61.24059024412608
"2025-350T11:03:00","Voltage",63.14845273790997
"2025-350T11:04:00","Voltage",52.92285403784669
"2025-350T11:05:00","Voltage",53.98907959742599
"2025-349T18:26:00","Current",60.99432678197705
"2025-349T18:27:00","Current",60.976444377343434
"2025-349T18:28:00","Current",58.87178252323562
"2025-349T18:29:00","Current",59.817265561441644
"2025-349T18:30:00","Current",60.22485897255845
"2025-349T18:31:00","Current",59.75650031255063
"2025-349T18:32:00","Current",65.19134501445937
"2025-349T18:33:00","Current",60.74465762651843
"2025-349T18:34:00","Current",58.70729150402316
"2025-349T18:35:00","Current",60.5403227600713
"2025-349T18:36:00","Current",59.77891259618079
"2025-349T18:37:00","Current",58.13648385941807
"2025-349T18:38:00","Current",60.37367617041722
"2025-349T18:39:00","Current",57.42676720315397
"2025-349T18:40:00","Current",57.814109469906086
"2025-349T18:41:00","Current",59.60905225874054
"2025-349T18:42:00","Current",58.82040344393558
"2025-349T18:43:00","Current",59.051017734692806
"2025-349T18:44:00","Current",62.66383039391537
"2025-349T18:45:00","Current",58.43869723547611
"2025-349T18:46:00","Current",60.412979144897406
"2025-349T18:47:00","Current",58.487095251961286
"2025-349T18:48:00","Current",62.54346897309092
"2025-349T18:49:00","Current",61.95478283399911
"2025-349T18:50:00","Current",60.256116293608464
"2025-349T18:51:00","Current",60.32783768716627
"2025-349T18:52:00","Current",61.59357779377167
"2025-349T18:53:00","Current",57.457668120428245
"2025-349T18:54:00","Current",60.78396546415257
"2025-349T18:55:00","Current",58.34801835543655
"2025-349T18:56:00","Current",60.6746816371957
"2025-349T18:57:00","Current",58.49847530204103
"2025-349T18:58:00","Current",61.68624892693611
"2025-349T18:59:00","Current",60.47898058230958
"2025-349T19:00:00","Current",60.3135987217629
"2025-349T19:01:00","Current",57.90199192269219
"2025-349T19:02:00","Current",60.9324782231957
"2025-349T19:03:00","Current",58.846819645299746
"2025-349T19:04:00","Current",58.16273670659357
"2025-349T19:05:00","Current",61.57235925772408
"2025-349T19:06:00","Current",61.02620733489719
"2025-349T19:07:00","Current",61.59196966760228
"2025-349T19:08:00","Current",60.071072112391874
"2025-349T19:09:00","Current",60.71324246873879
"2025-349T19:10:00","Current",57.68615493741083
"2025-349T19:11:00","Current",60.50790664994393
"2025-349T19:12:00","Current",58.547470694587176
"2025-349T19:13:00","Current",62.49851513863907
"2025-349T19:14:00","Current",61.67047903239848
"2025-349T19:15:00","Current",61.70968891172204
"2025-349T19:16:00","Current",61.964357011067875
"2025-349T19:17:00","Current",59.62094651294047
"2025-349T19:18:00","Current",60.504037977918735
"2025-349T19:19:00","Current",58.72711758257336
"2025-349T19:20:00","Current",57.28631592838436
"2025-349T19:21:00","Current",59.924928496652875
"2025-349T19:22:00","Current",58.69028035812638
"2025-349T19:23:00","Current",57.49943643898689
"2025-349T19:24:00","Current",58.69858682980205
"2025-349T19:25:00","Current",58.63199068358461
"2025-349T19:26:00","Current",59.24121724391599
"2025-349T19:27:00","Current",60.175260912651446
"2025-349T19:28:00","Current",64.30945189250542
"2025-349T19:29:00","Current",57.301285352301676
"2025-349T19:30:00","Current",58.564866685080695
"2025-349T19:31:00","Current",64.20300311303687
"2025-349T19:32:00","Current",59.32730521250442
"2025-349T19:33:00","Current",58.90042773857664
"2025-349T19:34:00","Current",60.109191270543064
"2025-349T19:35:00","Current",61.125372031336184
"2025-349T19:36:00","Current",59.1515856772494
"2025-349T19:37:00","Current",62.263992925771774
"2025-349T19:38:00","Current",61.855970012499384
"2025-349T19:39:00","Current",60.40255666292777
"2025-349T19:40:00","Current",60.69529266446628
"2025-349T19:41:00","Current",57.01084872447338
"2025-349T19:42:00","Current",58.916469355301274
"2025-349T19:43:00","Current",61.66203368647873
"2025-349T19:44:00","Current",58.620367602139154
"2025-349T19:45:00","Current",61.12882776931869
"2025-349T19:46:00","Current",63.64600815902808
"2025-349T19:47:00","Current",64.69325696346351
"2025-349T19:48:00","Current",60.83313073512172
"2025-349T19:49:00","Current",57.943701342340724
"2025-349T19:50:00","Current",58.803219500522154
"2025-349T19:51:00","Current",59.64166328678492
"2025-349T19:52:00","Current",63.921458908926326
"2025-349T19:53:00","Current",61.34333497570027
"2025-349T19:54:00","Current",60.29484581735342
"2025-349T19:55:00","Current",58.595484649638614
"2025-349T19:56:00","Current",58.56301668812817
"2025-349T19:57:00","Current",61.0572467104741
"2025-349T19:58:00","Current",58.473499190767555
"2025-349T19:59:00","Current",61.181290274510296
"2025-349T20:00:00","Current",56.48106021701958
"2025-349T20:01:00","Current",57.00745807833199
"2025-349T20:02:00","Current",60.631964755304445
"2025-349T20:03:00","Current",59.03297648060362
"2025-349T20:04:00","Current",60.453397870393346
"2025-349T20:05:00","Current",63.23813990011922
"2025-349T20:06:00","Current",63.327874911384335
"2025-349T20:07:00","Current",58.210865871645616
"2025-349T20:08:00","Current",61.11914401957502
"2025-349T20:09:00","Current",57.44521230557958
"2025-349T20:10:00","Current",56.40275503552408
"2025-349T20:11:00","Current",60.02606236301644
"2025-349T20:12:00","Current",59.588501236917544
"2025-349T20:13:00","Current",58.65003531931103
"2025-349T20:14:00","Current",59.28599018560507
"2025-349T20:15:00","Current",62.32316175916795
"2025-349T20:16:00","Current",60.329310525920995
"2025-349T20:17:00","Current",60.810929027671776
"2025-349T20:18:00","Current",57.51874464701437
"2025-349T20:19:00","Current",58.035041937362706
"2025-349T20:20:00","Current",60.26353382198968
"2025-349T20:21:00","Current",59.31411510505996
"2025-349T20:22:00","Current",60.68351323549521
"2025-349T20:23:00","Current",59.84038750672315
"2025-349T20:24:00","Current",61.7036309880841
"2025-349T20:25:00","Current",59.057719035518765
"2025-349T20:26:00","Current",61.87740245707331
"2025-349T20:27:00","Current",59.57932309517823
"2025-349T20:28:00","Current",61.67949240503501
"2025-349T20:29:00","Current",62.151174052883704
"2025-349T20:30:00","Current",61.347813357028855
"2025-349T20:31:00","Current",58.88984047328201
"2025-349T20:32:00","Current",57.078262382785375
"2025-349T20:33:00","Current",61.83250278520556
"2025-349T20:34:00","Current",59.07660183270635
